loan_id,loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,purpose,addr_state,dti,fico_range_low,fico_range_high,open_acc,pub_rec,revol_bal,revol_util,total_acc,mort_acc,default
8529,14000.0,14000.0,36,8.39,441.24,B,B1,10.0,MORTGAGE,45000.0,Verified,2016-02-01,debt_consolidation,CA,10.53,750.0,754.0,4.0,0.0,10193.0,47.9,14.0,0.0,0
8530,22650.0,22650.0,36,13.59,769.63,C,C2,6.0,MORTGAGE,110000.0,Source Verified,2017-08-01,debt_consolidation,MD,21.37,675.0,679.0,13.0,0.0,45691.0,68.1,24.0,4.0,0
8531,18000.0,18000.0,60,13.99,418.74,C,C3,10.0,MORTGAGE,91000.0,Source Verified,2016-12-01,debt_consolidation,CA,13.12,685.0,689.0,21.0,0.0,19482.0,57.3,44.0,4.0,0
8532,18000.0,18000.0,36,5.32,542.07,A,A1,10.0,OWN,85000.0,Source Verified,2015-08-01,credit_card,TX,16.79,740.0,744.0,16.0,0.0,28919.0,38.7,67.0,27.0,0
8533,31925.0,31925.0,60,18.25,815.04,D,D3,6.0,MORTGAGE,73000.0,Verified,2016-03-01,debt_consolidation,GA,29.1,665.0,669.0,20.0,1.0,20723.0,47.0,36.0,2.0,1
8534,8500.0,8500.0,36,15.31,295.95,C,C4,10.0,MORTGAGE,79000.0,Source Verified,2014-04-01,debt_consolidation,CA,20.23,700.0,704.0,21.0,0.0,38654.0,68.4,49.0,6.0,0
8535,4800.0,4800.0,36,13.35,162.55,C,C2,9.0,MORTGAGE,42000.0,Not Verified,2014-07-01,debt_consolidation,KS,7.77,660.0,664.0,6.0,1.0,5622.0,50.0,33.0,3.0,0
8536,4000.0,4000.0,36,13.99,136.7,C,C3,7.0,MORTGAGE,70000.0,Verified,2016-11-01,debt_consolidation,TX,20.02,695.0,699.0,15.0,0.0,5912.0,19.8,23.0,1.0,0
8537,24375.0,24375.0,36,16.29,860.45,C,C4,9.0,MORTGAGE,55000.0,Verified,2013-02-01,debt_consolidation,KS,29.65,680.0,684.0,10.0,0.0,17520.0,71.8,18.0,3.0,1
8538,12000.0,12000.0,36,10.75,391.45,B,B4,1.0,MORTGAGE,139000.0,Source Verified,2016-04-01,debt_consolidation,TX,19.07,680.0,684.0,20.0,0.0,15824.0,42.9,41.0,3.0,1
8539,30225.0,30225.0,60,20.99,817.52,E,E5,5.0,RENT,80000.0,Verified,2015-11-01,debt_consolidation,VA,27.45,670.0,674.0,9.0,1.0,6343.0,37.5,30.0,3.0,1
8540,10000.0,10000.0,36,7.89,312.86,A,A5,10.0,MORTGAGE,60000.0,Source Verified,2016-06-01,debt_consolidation,MN,19.46,705.0,709.0,8.0,0.0,31206.0,75.2,23.0,5.0,0
8541,10775.0,10775.0,36,7.9,337.16,A,A4,10.0,MORTGAGE,50000.0,Not Verified,2014-01-01,debt_consolidation,TX,15.79,735.0,739.0,18.0,0.0,19745.0,25.1,34.0,3.0,0
8542,7500.0,7500.0,36,10.56,243.99,B,B3,10.0,RENT,32000.0,Not Verified,2018-06-01,other,AZ,26.78,680.0,684.0,8.0,0.0,27374.0,81.2,13.0,0.0,0
8543,15000.0,15000.0,36,13.99,512.6,C,C3,3.0,MORTGAGE,55000.0,Verified,2017-01-01,credit_card,PA,24.46,675.0,679.0,9.0,0.0,14294.0,56.3,13.0,1.0,1
8544,25150.0,25150.0,60,16.99,624.91,D,D3,3.0,MORTGAGE,80000.0,Not Verified,2015-11-01,debt_consolidation,MI,33.14,750.0,754.0,15.0,0.0,12440.0,42.7,28.0,1.0,1
8545,18825.0,18825.0,36,11.67,622.3,B,B4,10.0,RENT,42000.0,Source Verified,2014-08-01,credit_card,NY,31.38,705.0,709.0,8.0,0.0,25766.0,63.8,35.0,0.0,0
8546,10000.0,10000.0,36,6.0,308.81,C,C4,0.0,RENT,32000.0,Verified,2016-09-01,debt_consolidation,NY,13.03,690.0,694.0,7.0,0.0,9409.0,34.7,7.0,0.0,0
8547,35000.0,35000.0,60,12.39,785.48,C,C1,5.0,MORTGAGE,252000.0,Verified,2015-01-01,debt_consolidation,CA,15.47,700.0,704.0,19.0,0.0,95132.15,22.9,31.0,2.0,1
8548,15000.0,15000.0,60,17.47,376.59,D,D1,5.0,RENT,85000.0,Source Verified,2018-04-01,debt_consolidation,CA,9.6,735.0,739.0,11.0,0.0,4189.0,10.1,16.0,0.0,1
8549,21000.0,21000.0,60,28.18,656.14,G,G1,10.0,MORTGAGE,103000.0,Source Verified,2016-05-01,debt_consolidation,FL,24.53,680.0,684.0,11.0,2.0,7114.0,34.5,29.0,3.0,1
8550,9000.0,9000.0,36,10.64,293.12,B,B4,10.0,RENT,125000.0,Source Verified,2015-12-01,debt_consolidation,WA,13.67,670.0,674.0,8.0,0.0,10218.0,49.6,25.0,0.0,0
8551,8000.0,8000.0,36,10.9,261.54,B,B4,7.0,RENT,100000.0,Not Verified,2018-03-01,other,NY,9.0,670.0,674.0,9.0,1.0,8666.0,52.2,35.0,0.0,0
8552,15600.0,15600.0,36,6.89,480.9,A,A3,6.0,RENT,80000.0,Source Verified,2015-05-01,debt_consolidation,NJ,11.64,685.0,689.0,9.0,0.0,9987.0,62.4,29.0,4.0,0
8553,25000.0,25000.0,60,9.17,521.03,B,B2,2.0,MORTGAGE,85000.0,Source Verified,2015-04-01,home_improvement,NY,18.27,745.0,749.0,21.0,0.0,6503.0,24.3,42.0,2.0,0
8554,13000.0,13000.0,36,13.49,441.1,C,C2,6.0,RENT,32690.0,Verified,2016-10-01,debt_consolidation,LA,32.64,675.0,679.0,11.0,0.0,17632.0,78.7,26.0,0.0,0
8555,35000.0,35000.0,60,18.49,898.13,E,E2,10.0,MORTGAGE,118000.0,Verified,2015-11-01,debt_consolidation,MD,28.35,715.0,719.0,12.0,0.0,95132.15,87.4,19.0,4.0,0
8556,10000.0,10000.0,36,5.32,301.15,A,A1,0.0,RENT,65550.0,Source Verified,2017-01-01,debt_consolidation,OH,15.49,765.0,769.0,20.0,0.0,3140.0,7.7,35.0,0.0,0
8557,8000.0,8000.0,36,7.89,250.29,A,A5,10.0,MORTGAGE,95000.0,Not Verified,2016-02-01,debt_consolidation,VA,15.01,710.0,714.0,15.0,0.0,8059.0,18.1,36.0,6.0,0
8558,25000.0,25000.0,36,7.89,782.15,A,A5,10.0,MORTGAGE,148000.0,Not Verified,2015-07-01,credit_card,VA,14.09,705.0,709.0,11.0,0.0,46457.0,70.5,34.0,5.0,0
8559,10000.0,10000.0,36,8.39,315.17,B,B1,10.0,MORTGAGE,54080.0,Not Verified,2016-05-01,debt_consolidation,AZ,2.86,685.0,689.0,6.0,0.0,6047.0,54.0,8.0,0.0,0
8560,30000.0,30000.0,36,15.31,1044.52,C,C2,1.0,OWN,250000.0,Source Verified,2013-02-01,debt_consolidation,MA,16.49,685.0,689.0,14.0,0.0,52977.0,100.0,34.0,0.0,0
8561,2500.0,2500.0,36,9.99,80.66,B,B3,6.0,RENT,24000.0,Verified,2015-03-01,credit_card,DC,28.8,680.0,684.0,10.0,1.0,6223.0,39.6,19.0,0.0,0
8562,26000.0,26000.0,36,5.32,782.99,A,A1,10.0,MORTGAGE,127400.0,Source Verified,2015-07-01,debt_consolidation,IL,16.45,730.0,734.0,16.0,0.0,86288.0,47.5,42.0,4.0,0
8563,7000.0,7000.0,36,10.38,227.13,B,B1,2.0,MORTGAGE,23500.0,Not Verified,2010-08-01,home_improvement,TX,13.02,715.0,719.0,11.0,1.0,7180.0,27.9,41.0,1.0,0
8564,16000.0,16000.0,60,18.99,414.97,D,D4,10.0,RENT,50340.0,Source Verified,2016-03-01,debt_consolidation,CA,15.33,670.0,674.0,3.0,1.0,8626.0,90.8,8.0,0.0,0
8565,3000.0,3000.0,36,11.44,98.85,B,B4,5.0,RENT,38000.0,Source Verified,2016-11-01,debt_consolidation,TX,13.01,725.0,729.0,4.0,0.0,2737.0,36.5,4.0,0.0,0
8566,12000.0,12000.0,36,9.93,386.82,B,B2,10.0,RENT,72000.0,Source Verified,2017-06-01,debt_consolidation,CT,15.75,675.0,679.0,15.0,0.0,11542.0,53.9,20.0,3.0,1
8567,6000.0,6000.0,36,18.92,219.7,D,D4,5.0,MORTGAGE,75000.0,Verified,2014-04-01,debt_consolidation,FL,8.93,685.0,689.0,16.0,1.0,11110.0,34.9,20.0,2.0,0
8568,9600.0,9600.0,36,10.99,314.25,B,B2,2.0,RENT,38000.0,Verified,2014-04-01,car,IL,1.58,790.0,794.0,7.0,0.0,661.0,9.4,13.0,0.0,0
8569,15000.0,15000.0,60,10.99,326.07,B,B3,4.0,RENT,72000.0,Source Verified,2014-10-01,debt_consolidation,WV,15.77,695.0,699.0,10.0,1.0,1693.0,7.6,25.0,0.0,0
8570,13500.0,13500.0,36,18.99,494.79,D,D4,8.0,RENT,50000.0,Not Verified,2016-05-01,debt_consolidation,NY,13.92,670.0,674.0,9.0,0.0,20595.0,90.0,18.0,0.0,0
8571,10800.0,10800.0,36,20.0,401.37,D,D4,2.0,OWN,31200.0,Not Verified,2018-02-01,debt_consolidation,PA,20.42,670.0,674.0,6.0,1.0,8470.0,79.0,10.0,0.0,1
8572,15000.0,15000.0,60,18.92,388.45,D,D4,10.0,MORTGAGE,46000.0,Source Verified,2014-05-01,home_improvement,MN,11.74,745.0,749.0,14.0,0.0,4731.0,20.2,22.0,3.0,0
8573,24725.0,24725.0,60,25.99,740.14,F,F5,2.0,RENT,180000.0,Verified,2015-12-01,debt_consolidation,CA,0.67,670.0,674.0,3.0,0.0,2960.0,87.1,4.0,0.0,1
8574,6000.0,6000.0,36,9.99,193.58,B,B1,0.0,MORTGAGE,88000.0,Source Verified,2013-10-01,home_improvement,NV,23.39,680.0,684.0,14.0,0.0,26904.0,55.3,26.0,5.0,0
8575,28000.0,28000.0,36,15.99,984.26,C,C5,6.0,RENT,82332.0,Verified,2017-02-01,debt_consolidation,CA,12.62,670.0,674.0,3.0,0.0,27618.0,77.1,19.0,2.0,0
8576,14000.0,14000.0,36,7.26,433.95,A,A4,6.0,MORTGAGE,57000.0,Source Verified,2015-11-01,credit_card,KY,17.18,740.0,744.0,7.0,0.0,42820.0,47.0,25.0,4.0,0
8577,22400.0,22400.0,36,10.99,733.25,B,B2,2.0,MORTGAGE,80000.0,Source Verified,2013-12-01,debt_consolidation,PA,24.33,670.0,674.0,21.0,0.0,29832.0,40.7,39.0,4.0,0
8578,11200.0,11200.0,60,19.52,293.75,D,D4,3.0,RENT,35000.0,Source Verified,2013-11-01,credit_card,SC,26.13,665.0,669.0,9.0,0.0,10163.0,84.0,20.0,1.0,0
8579,16900.0,16900.0,36,26.24,683.08,E,E5,10.0,MORTGAGE,68640.0,Not Verified,2016-11-01,debt_consolidation,PA,19.88,685.0,689.0,16.0,1.0,12608.0,71.2,28.0,1.0,0
8580,6000.0,6000.0,36,13.33,203.12,C,C3,6.0,MORTGAGE,30000.0,Verified,2015-10-01,debt_consolidation,NC,35.56,680.0,684.0,8.0,0.0,5309.0,63.2,14.0,1.0,0
8581,13200.0,13200.0,36,9.93,425.5,B,B2,10.0,MORTGAGE,70000.0,Source Verified,2017-12-01,debt_consolidation,AZ,15.52,700.0,704.0,16.0,0.0,13113.0,21.3,40.0,1.0,0
8582,16000.0,16000.0,36,20.0,594.62,D,D4,7.0,RENT,57000.0,Not Verified,2017-11-01,debt_consolidation,MA,14.8,665.0,669.0,7.0,1.0,10814.0,40.2,9.0,0.0,0
8583,20000.0,20000.0,36,14.33,686.77,C,C1,10.0,MORTGAGE,72000.0,Verified,2012-08-01,debt_consolidation,GA,21.9,705.0,709.0,17.0,0.0,22166.0,61.5,42.0,4.0,0
8584,3200.0,3200.0,36,14.08,109.5,C,C3,10.0,MORTGAGE,56000.0,Source Verified,2017-10-01,debt_consolidation,OR,13.67,685.0,689.0,10.0,0.0,21424.0,44.6,17.0,1.0,0
8585,9000.0,9000.0,36,7.21,278.76,A,A3,10.0,MORTGAGE,124000.0,Source Verified,2018-10-01,debt_consolidation,NY,18.17,765.0,769.0,11.0,0.0,6337.0,12.0,32.0,2.0,0
8586,12000.0,12000.0,36,18.55,437.15,D,D2,10.0,RENT,60000.0,Verified,2013-10-01,debt_consolidation,CA,21.14,665.0,669.0,10.0,0.0,22368.0,82.5,26.0,1.0,0
8587,8000.0,8000.0,36,9.17,255.04,B,B1,8.0,MORTGAGE,55000.0,Not Verified,2014-10-01,debt_consolidation,TX,17.54,695.0,699.0,14.0,0.0,5470.0,34.6,46.0,5.0,0
8588,33800.0,33800.0,36,14.46,1162.77,C,C4,2.0,MORTGAGE,167000.0,Verified,2016-04-01,debt_consolidation,KS,16.35,735.0,739.0,14.0,0.0,6305.0,37.3,24.0,2.0,0
8589,10000.0,10000.0,36,5.32,301.15,A,A1,10.0,MORTGAGE,160000.0,Source Verified,2016-01-01,credit_card,NY,10.25,760.0,764.0,7.0,0.0,22062.0,44.7,21.0,1.0,0
8590,11200.0,11200.0,60,17.57,281.8,D,D4,3.0,RENT,62000.0,Source Verified,2015-11-01,debt_consolidation,PA,7.32,660.0,664.0,12.0,0.0,6868.0,36.5,24.0,0.0,0
8591,6000.0,6000.0,36,11.47,197.78,B,B5,5.0,MORTGAGE,60000.0,Verified,2016-02-01,home_improvement,AL,26.74,660.0,664.0,9.0,0.0,5091.0,70.7,28.0,2.0,0
8592,3825.0,3825.0,36,12.62,128.19,C,C1,4.0,RENT,16000.0,Verified,2017-08-01,debt_consolidation,NY,20.03,695.0,699.0,14.0,0.0,1754.0,5.8,22.0,0.0,1
8593,6000.0,6000.0,36,19.05,220.09,D,D4,10.0,MORTGAGE,114000.0,Verified,2013-06-01,debt_consolidation,CA,34.86,690.0,694.0,11.0,0.0,29676.0,73.5,37.0,5.0,0
8594,5800.0,5800.0,36,19.03,212.7,D,D3,10.0,RENT,48500.0,Not Verified,2017-07-01,debt_consolidation,NY,23.68,670.0,674.0,20.0,1.0,13912.0,52.8,26.0,0.0,0
8595,10900.0,10900.0,36,7.59,339.51,A,A3,1.0,MORTGAGE,73000.0,Source Verified,2016-07-01,other,OH,27.46,810.0,814.0,13.0,0.0,7260.0,10.3,26.0,1.0,0
8596,7000.0,7000.0,36,12.79,235.16,C,C1,10.0,MORTGAGE,49920.0,Source Verified,2016-08-01,home_improvement,AZ,13.73,690.0,694.0,10.0,0.0,9897.0,37.6,13.0,4.0,0
8597,13800.0,13800.0,36,12.99,464.92,C,C1,3.0,OWN,38500.0,Not Verified,2014-06-01,debt_consolidation,AR,12.31,675.0,679.0,4.0,0.0,18851.0,72.0,18.0,2.0,0
8598,13100.0,13100.0,60,17.27,327.48,C,C5,2.0,RENT,42000.0,Verified,2013-06-01,debt_consolidation,TN,24.31,710.0,714.0,10.0,0.0,2894.0,18.8,13.0,0.0,1
8599,3000.0,3000.0,36,14.99,103.99,C,C4,6.0,MORTGAGE,23500.0,Verified,2017-01-01,car,CO,33.12,715.0,719.0,18.0,1.0,6788.0,22.7,26.0,0.0,0
8600,35000.0,35000.0,60,16.29,856.54,D,D1,1.0,RENT,250000.0,Source Verified,2016-02-01,debt_consolidation,NY,10.87,665.0,669.0,13.0,0.0,57265.0,52.0,32.0,2.0,0
8601,15000.0,15000.0,60,24.08,432.22,F,F2,10.0,MORTGAGE,72000.0,Verified,2014-06-01,home_improvement,MI,16.55,665.0,669.0,11.0,0.0,14960.0,80.9,17.0,2.0,1
8602,30000.0,30000.0,60,15.61,723.34,D,D1,7.0,MORTGAGE,109000.0,Verified,2014-07-01,debt_consolidation,TX,22.7,690.0,694.0,20.0,0.0,29498.0,53.6,48.0,2.0,1
8603,15000.0,15000.0,60,9.93,318.19,B,B2,10.0,MORTGAGE,62000.0,Not Verified,2017-10-01,medical,CA,16.9,765.0,769.0,11.0,0.0,5648.0,19.8,15.0,0.0,0
8604,7000.0,7000.0,36,12.74,234.99,C,C1,10.0,RENT,160000.0,Source Verified,2017-03-01,debt_consolidation,CA,11.18,665.0,669.0,7.0,0.0,8699.0,95.6,23.0,1.0,0
8605,8400.0,8400.0,36,7.89,262.8,A,A5,0.0,RENT,43000.0,Verified,2016-03-01,credit_card,NC,14.75,710.0,714.0,12.0,0.0,14280.0,40.5,16.0,0.0,0
8606,13750.0,13750.0,36,14.96,476.39,D,D2,10.0,RENT,53591.0,Not Verified,2010-03-01,debt_consolidation,PA,24.12,670.0,674.0,12.0,0.0,13502.0,54.0,33.0,1.0,0
8607,18000.0,18000.0,60,17.77,454.84,D,D1,3.0,MORTGAGE,73000.0,Verified,2013-02-01,credit_card,PA,7.45,665.0,669.0,13.0,0.0,13039.0,81.5,20.0,1.0,1
8608,25000.0,25000.0,60,13.18,571.14,C,C3,3.0,MORTGAGE,70000.0,Not Verified,2015-11-01,credit_card,NH,22.15,680.0,684.0,15.0,0.0,17697.0,58.2,50.0,1.0,0
8609,15000.0,15000.0,60,13.98,348.87,C,C1,8.0,RENT,60000.0,Verified,2014-01-01,credit_card,OH,15.86,665.0,669.0,11.0,1.0,15824.0,75.0,14.0,0.0,0
8610,7000.0,7000.0,36,6.72,215.25,A,A3,6.0,OWN,94000.0,Source Verified,2017-11-01,other,CA,11.91,730.0,734.0,17.0,0.0,19491.0,24.6,38.0,3.0,0
8611,35000.0,35000.0,36,16.2,1233.96,C,C4,0.0,MORTGAGE,97261.0,Verified,2013-11-01,debt_consolidation,MO,29.34,700.0,704.0,10.0,0.0,41157.0,91.9,26.0,3.0,0
8612,6100.0,6100.0,36,12.79,204.92,C,C1,0.0,RENT,63100.0,Verified,2016-07-01,debt_consolidation,OR,32.85,700.0,704.0,10.0,0.0,15287.0,79.6,44.0,3.0,0
8613,28000.0,28000.0,60,19.99,741.68,E,E1,10.0,MORTGAGE,75000.0,Source Verified,2014-02-01,home_improvement,CA,34.79,705.0,709.0,14.0,0.0,18573.0,39.1,27.0,0.0,0
8614,10000.0,10000.0,60,17.76,252.64,D,D1,10.0,MORTGAGE,47507.2,Source Verified,2013-11-01,debt_consolidation,IL,19.73,665.0,669.0,13.0,1.0,6049.0,68.0,44.0,4.0,1
8615,10000.0,10000.0,36,7.21,309.74,A,A3,3.0,MORTGAGE,130000.0,Not Verified,2017-05-01,other,GA,29.56,750.0,754.0,11.0,3.0,95132.15,12.0,22.0,2.0,0
8616,4675.0,4675.0,36,12.99,157.5,C,C2,0.0,OWN,15000.0,Source Verified,2016-03-01,credit_card,OH,27.12,690.0,694.0,7.0,0.0,2096.0,30.4,8.0,0.0,1
8617,18000.0,18000.0,36,8.24,566.05,B,B1,2.0,RENT,78000.0,Not Verified,2016-10-01,debt_consolidation,CA,11.48,695.0,699.0,7.0,0.0,6672.0,23.2,18.0,2.0,0
8618,4675.0,4675.0,36,15.61,163.47,D,D1,10.0,RENT,37000.0,Not Verified,2015-07-01,debt_consolidation,NY,19.09,675.0,679.0,6.0,0.0,3993.0,41.6,17.0,0.0,0
8619,30000.0,30000.0,36,17.99,1084.43,D,D2,10.0,MORTGAGE,64000.0,Verified,2016-07-01,debt_consolidation,MS,18.66,700.0,704.0,7.0,0.0,20494.0,45.0,21.0,1.0,0
8620,8975.0,8975.0,36,17.77,323.44,D,D1,7.0,MORTGAGE,60000.0,Not Verified,2013-05-01,debt_consolidation,AL,24.2,670.0,674.0,8.0,0.0,7496.0,55.5,63.0,4.0,1
8621,12000.0,12000.0,36,14.65,413.94,C,C3,4.0,RENT,95000.0,Not Verified,2012-02-01,small_business,NY,11.91,675.0,679.0,7.0,0.0,18885.0,75.8,23.0,1.0,0
8622,9650.0,9650.0,36,13.67,328.27,C,C4,10.0,OWN,21961.03,Verified,2015-11-01,credit_card,MO,18.96,705.0,709.0,5.0,0.0,10768.0,66.1,12.0,2.0,0
8623,16950.0,16950.0,36,13.99,579.23,C,C3,4.0,MORTGAGE,50000.0,Not Verified,2016-07-01,debt_consolidation,AZ,19.76,685.0,689.0,15.0,0.0,19447.0,66.1,25.0,4.0,0
8624,21000.0,21000.0,36,21.45,796.04,D,D5,1.0,RENT,110240.0,Source Verified,2017-10-01,debt_consolidation,NY,12.14,660.0,664.0,9.0,0.0,13508.0,91.3,16.0,0.0,0
8625,25000.0,25000.0,60,19.19,651.14,E,E3,10.0,MORTGAGE,69900.0,Source Verified,2015-10-01,medical,TX,31.54,680.0,684.0,18.0,0.0,32730.0,84.6,32.0,2.0,0
8626,4200.0,4200.0,36,12.59,140.69,C,C2,8.0,MORTGAGE,95000.0,Verified,2015-12-01,home_improvement,NJ,25.15,670.0,674.0,27.0,0.0,14746.0,26.2,57.0,5.0,0
8627,15000.0,15000.0,36,10.42,486.98,B,B3,4.0,OWN,90000.0,Verified,2017-08-01,small_business,MO,20.31,745.0,749.0,11.0,0.0,1921.0,6.6,35.0,6.0,0
8628,18000.0,18000.0,60,13.49,414.09,C,C2,9.0,MORTGAGE,75000.0,Source Verified,2016-09-01,debt_consolidation,CA,11.54,680.0,684.0,11.0,1.0,4575.0,35.5,28.0,3.0,0
8629,5200.0,5200.0,36,12.49,173.94,B,B5,6.0,OWN,22000.0,Verified,2014-10-01,debt_consolidation,AR,32.19,695.0,699.0,10.0,0.0,9361.0,51.7,17.0,1.0,0
8630,20000.0,20000.0,36,13.11,674.94,B,B4,8.0,MORTGAGE,77000.0,Source Verified,2013-05-01,debt_consolidation,MI,10.39,695.0,699.0,15.0,0.0,12511.0,75.4,21.0,2.0,0
8631,12000.0,12000.0,60,16.45,294.7,E,E1,2.0,MORTGAGE,32000.0,Source Verified,2010-08-01,debt_consolidation,AL,5.36,685.0,689.0,5.0,0.0,4713.0,85.7,9.0,1.0,1
8632,13500.0,13500.0,36,7.89,422.36,A,A5,0.0,RENT,80000.0,Not Verified,2015-03-01,other,CA,15.02,780.0,784.0,9.0,0.0,2905.0,16.1,15.0,0.0,0
8633,35000.0,35000.0,36,19.99,1300.55,E,E1,5.0,RENT,160000.0,Source Verified,2014-03-01,debt_consolidation,TX,12.6,665.0,669.0,9.0,0.0,31232.0,91.6,25.0,1.0,0
8634,3600.0,3600.0,36,13.33,121.88,C,C3,3.0,RENT,45000.0,Source Verified,2015-09-01,debt_consolidation,TX,23.35,675.0,679.0,10.0,0.0,24975.0,49.9,13.0,0.0,0
8635,15000.0,15000.0,36,5.32,451.73,A,A1,9.0,MORTGAGE,150000.0,Not Verified,2015-08-01,debt_consolidation,MD,5.41,715.0,719.0,15.0,0.0,17506.0,43.1,41.0,7.0,0
8636,21000.0,21000.0,36,12.35,701.02,B,B4,10.0,MORTGAGE,60000.0,Source Verified,2013-09-01,credit_card,FL,27.3,670.0,674.0,8.0,2.0,10596.0,45.3,30.0,9.0,0
8637,34000.0,34000.0,36,8.18,1068.27,B,B1,10.0,MORTGAGE,150000.0,Verified,2015-02-01,debt_consolidation,CA,10.88,685.0,689.0,12.0,0.0,25485.0,58.1,32.0,2.0,0
8638,3000.0,3000.0,36,8.59,94.83,A,A5,9.0,OWN,55000.0,Verified,2016-08-01,other,WA,8.73,720.0,724.0,6.0,0.0,3112.0,49.4,10.0,2.0,0
8639,7200.0,7200.0,36,21.48,273.04,E,E2,6.0,OWN,22800.0,Verified,2013-12-01,home_improvement,NC,23.68,690.0,694.0,6.0,0.0,2803.0,17.6,14.0,3.0,1
8640,12000.0,12000.0,36,10.75,391.45,B,B4,3.0,RENT,60000.0,Source Verified,2016-02-01,debt_consolidation,NJ,11.24,715.0,719.0,8.0,0.0,13051.0,71.7,16.0,0.0,0
8641,13000.0,13000.0,36,13.35,440.22,C,C2,6.0,OWN,35000.0,Source Verified,2014-07-01,debt_consolidation,IL,26.3,685.0,689.0,17.0,0.0,13316.0,64.3,27.0,0.0,1
8642,10500.0,10500.0,36,5.32,316.21,A,A1,3.0,MORTGAGE,119200.0,Not Verified,2016-01-01,home_improvement,CO,21.26,690.0,694.0,10.0,0.0,22694.0,58.9,20.0,3.0,0
8643,29425.0,29425.0,36,16.99,1048.94,D,D3,6.0,RENT,64000.0,Not Verified,2015-10-01,debt_consolidation,CT,20.18,705.0,709.0,6.0,0.0,32711.0,71.4,16.0,4.0,0
8644,9800.0,9800.0,36,5.32,295.13,A,A1,10.0,MORTGAGE,68000.0,Source Verified,2015-12-01,debt_consolidation,PA,17.48,700.0,704.0,26.0,0.0,17135.0,24.1,58.0,2.0,0
8645,12000.0,12000.0,36,9.8,386.09,B,B3,1.0,RENT,84000.0,Not Verified,2016-01-01,debt_consolidation,TX,23.57,705.0,709.0,8.0,0.0,7325.0,61.6,34.0,3.0,1
8646,16000.0,16000.0,36,14.99,554.57,C,C4,10.0,RENT,68000.0,Verified,2016-12-01,debt_consolidation,CA,23.12,685.0,689.0,7.0,0.0,12674.0,96.0,13.0,0.0,0
8647,25000.0,25000.0,36,5.32,752.87,A,A1,10.0,OWN,169404.0,Verified,2015-11-01,major_purchase,OH,0.53,820.0,824.0,7.0,0.0,1279.0,1.5,27.0,3.0,0
8648,3025.0,3025.0,36,9.16,96.42,B,B2,10.0,OWN,73000.0,Source Verified,2016-06-01,medical,GA,33.34,665.0,669.0,9.0,1.0,798.0,6.8,43.0,6.0,0
8649,35000.0,35000.0,36,10.99,1145.69,B,B3,3.0,RENT,85000.0,Verified,2014-10-01,debt_consolidation,TN,24.0,670.0,674.0,8.0,1.0,53997.0,79.1,16.0,0.0,0
8650,10000.0,10000.0,36,11.14,328.06,B,B2,7.0,OWN,50000.0,Not Verified,2013-01-01,debt_consolidation,NH,22.54,690.0,694.0,10.0,0.0,11834.0,55.0,20.0,1.0,0
8651,6400.0,6400.0,36,10.99,209.5,B,B4,10.0,MORTGAGE,76500.0,Not Verified,2015-03-01,credit_card,TX,27.86,685.0,689.0,17.0,0.0,20816.0,49.6,41.0,1.0,0
8652,11775.0,11775.0,36,16.29,415.67,D,D1,6.0,RENT,89000.0,Verified,2016-05-01,small_business,AR,12.69,705.0,709.0,15.0,1.0,1389.0,16.3,21.0,0.0,0
8653,9750.0,9750.0,36,14.33,334.8,C,C2,10.0,MORTGAGE,80000.0,Verified,2013-07-01,home_improvement,GA,4.11,695.0,699.0,5.0,1.0,1291.0,64.5,9.0,1.0,0
8654,11625.0,11625.0,36,16.29,410.37,C,C4,0.0,MORTGAGE,125000.0,Verified,2013-05-01,small_business,IL,16.8,800.0,804.0,13.0,0.0,4547.0,1.7,34.0,4.0,0
8655,8000.0,8000.0,36,5.32,240.92,A,A1,10.0,RENT,85000.0,Source Verified,2016-10-01,debt_consolidation,CA,4.18,785.0,789.0,28.0,0.0,2468.0,2.5,35.0,0.0,0
8656,3200.0,3200.0,36,16.59,113.44,D,D1,5.0,RENT,56000.0,Not Verified,2014-03-01,other,OR,10.27,660.0,664.0,6.0,0.0,3564.0,69.0,9.0,0.0,0
8657,16000.0,16000.0,60,15.61,385.79,D,D1,10.0,MORTGAGE,60000.0,Source Verified,2014-07-01,debt_consolidation,AZ,10.19,720.0,724.0,10.0,0.0,5689.0,20.2,22.0,3.0,0
8658,10000.0,10000.0,60,30.17,324.58,F,F3,10.0,RENT,140000.0,Verified,2017-06-01,other,CA,20.18,675.0,679.0,10.0,0.0,51238.0,78.0,22.0,2.0,0
8659,25000.0,25000.0,36,10.64,814.22,B,B4,6.0,RENT,96000.0,Not Verified,2015-12-01,debt_consolidation,VA,14.74,695.0,699.0,24.0,0.0,28972.0,38.6,33.0,0.0,0
8660,24250.0,24250.0,60,17.57,610.14,D,D2,2.0,MORTGAGE,90000.0,Source Verified,2013-12-01,credit_card,NC,28.99,670.0,674.0,14.0,0.0,23492.0,80.7,37.0,2.0,0
8661,24000.0,24000.0,36,8.9,762.08,A,A5,6.0,MORTGAGE,120000.0,Verified,2013-05-01,debt_consolidation,TX,22.8,700.0,704.0,17.0,0.0,20615.0,42.8,24.0,1.0,0
